tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_temp	measurement	method_codes	quality	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.4	182.2	81.9	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.554e-05	273	1001	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	4e-05	0	90	823
This study	0.9	188.2	40.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.391e-06	273	1002	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	0	0	0	848
This study	0.4	189.4	86.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.819e-05	273	1003	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	4e-05	0	90	848
This study	0.6	187.1	44.2	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.202e-06	273	1004	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	0	0	0	873
This study	0.5	180.7	87.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.566e-05	273	1005	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	4e-05	0	90	823
This study	0.4	170.5	88.1	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.735e-05	273	1006	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01d1	u	0	4e-05	0	90	873
This study	1.1	205.8	53.5	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.255e-05	273	1007	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	273
This study	0.8	206.1	53.4	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.924e-05	273	1008	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	373
This study	0.9	207.2	57.1	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.114e-05	273	1009	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	373
This study	1.2	205.7	53.2	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.819e-05	273	1010	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	423
This study	0.7	207.3	59.2	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.123e-05	273	1011	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	423
This study	1.3	206.1	53.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.74e-05	273	1012	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	473
This study	0.8	205.3	58.1	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.966e-05	273	1013	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	373
This study	1	207.3	61.7	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.175e-05	273	1014	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	473
This study	1.5	211.7	53.4	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.636e-05	273	1015	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	523
This study	0.8	206.6	63.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.149e-05	273	1016	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	523
This study	0.8	207.4	53.6	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.447e-05	273	1017	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	573
This study	0.7	207.3	62.4	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.841e-05	273	1018	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	473
This study	0.7	206.7	66.1	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.064e-05	273	1019	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	573
This study	1	209.9	54.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.27e-05	273	1020	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	623
This study	1	207	68.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.994e-05	273	1021	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	623
This study	0.9	208.1	54.2	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.084e-05	273	1022	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	673
This study	0.9	210	69.8	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.815e-05	273	1023	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	573
This study	0.7	207.2	73.1	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.045e-05	273	1024	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	673
This study	0.8	209	55.1	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	8.524e-06	273	1025	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	723
This study	0.8	206.6	77.2	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.239e-05	273	1026	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	723
This study	1.4	208.2	55	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.636e-06	273	1027	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	773
This study	0.7	209.6	79.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.727e-05	273	1028	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	673
This study	0.8	210.4	83.6	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.636e-05	273	1029	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	773
This study	0.6	209.5	56.2	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.71e-06	273	1030	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	798
This study	0.7	207.7	86.3	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.313e-05	273	1031	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	798
This study	1.3	210.2	56.6	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.17e-06	273	1032	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	0	0	0	823
This study	0.8	206.9	87.4	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.89e-05	273	1033	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	773
This study	0.8	202.4	88.4	sr01i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.06e-05	273	1034	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr01i1	u	0	4e-05	0	90	823
This study	0.4	26.7	-30.2	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001059	273	1035	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	273
This study	0.8	26.2	-30.7	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001093	273	1036	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	373
This study	0.3	25.9	-28.6	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001074	273	1037	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	373
This study	1.8	24.7	-30.6	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001091	273	1038	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	423
This study	0.5	24.5	-26.4	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.000105	273	1039	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	423
This study	2	26	-30.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001067	273	1040	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	473
This study	0.3	24.2	-23.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001003	273	1041	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	473
This study	1.1	29	-29.8	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001039	273	1042	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	523
This study	0.3	24.8	-21.5	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.633e-05	273	1043	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	523
This study	0.9	25.5	-29.7	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.931e-05	273	1044	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	573
This study	0.3	25.1	-23.5	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.45e-05	273	1045	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	473
This study	0.5	24.8	-19.1	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.091e-05	273	1046	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	573
This study	0.8	25.8	-16.1	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	8.547e-05	273	1047	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	623
This study	1.2	23.4	-29.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.02e-05	273	1048	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	673
This study	0.4	26.1	-16.2	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	8.23e-05	273	1049	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	573
This study	0.3	25.6	-9.6	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	7.961e-05	273	1050	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	673
This study	0.7	25.6	-28.1	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	8.511e-05	273	1051	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	723
This study	0.6	24.4	13.5	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	7.328e-05	273	1052	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	723
This study	0.5	24.7	-28.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	5.314e-05	273	1053	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	773
This study	1.2	22.3	39.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	6.176e-05	273	1054	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	673
This study	0.3	23.6	61.3	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	9.169e-05	273	1055	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	773
This study	0.5	24.3	-27.4	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	3.042e-05	273	1056	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	798
This study	0.2	24.4	78.4	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001317	273	1057	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	798
This study	0.5	23.4	-25.7	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	6.97e-06	273	1058	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	0	0	0	823
This study	0.6	17.7	85.4	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001042	273	1059	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	773
This study	0.3	16	87.2	sr03a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	0.0001598	273	1060	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	sr03a1	u	0	4e-05	0	90	823
This study	0.6	54.5	-23.1	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.221e-05	273	1061	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	273
This study	0.4	32.7	-31.4	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.069e-05	273	1062	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	373
This study	0.4	30.2	15	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.759e-05	273	1063	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	373
This study	1.1	28.7	-29.3	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.892e-05	273	1064	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	423
This study	0.7	27.1	45.3	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.68e-05	273	1065	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	423
This study	0.4	26.8	-26.9	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.599e-05	273	1066	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	473
This study	0.8	22.5	38	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.947e-05	273	1067	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	373
This study	0.5	24.6	62.1	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.977e-05	273	1068	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	473
This study	1.2	23.8	-22.2	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.222e-05	273	1069	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	523
This study	0.5	28	65.6	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.387e-05	273	1070	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	523
This study	0.8	23.6	-19.8	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.026e-05	273	1071	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	573
This study	0.6	23.8	61.8	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.142e-05	273	1072	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	473
This study	0.9	23.7	69.3	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.578e-05	273	1073	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	573
This study	1.9	23.4	-11.7	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.818e-05	273	1074	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	623
This study	0.5	22.4	71.4	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.623e-05	273	1075	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	623
This study	0.7	22.5	-6.9	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.319e-05	273	1076	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	673
This study	0.7	13.7	74.2	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.245e-05	273	1077	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	573
This study	0.4	19.3	78.7	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	6.046e-05	273	1078	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	673
This study	1	20.7	12.2	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	8.432e-06	273	1079	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	723
This study	0.4	23.1	84.2	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	8.314e-05	273	1080	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	723
This study	1.7	25.3	21.5	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.671e-06	273	1081	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	773
This study	0.4	21.1	86.1	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	8.437e-05	273	1082	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	673
This study	0.5	15.8	87	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.906e-05	273	1083	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	773
This study	2	24.7	33	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.031e-06	273	1084	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	798
This study	0.4	31.3	87.6	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001405	273	1085	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	798
This study	0.8	21.8	18.7	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.133e-06	273	1086	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	0	0	0	823
This study	1	30.4	88.4	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.000131	273	1087	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	773
This study	0.7	24	89	sr03b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001946	273	1088	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03b1	u	0	4e-05	0	90	823
This study	2	23.3	-33.1	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.306e-05	273	1089	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	0	0	0	273
This study	0.3	17.5	-33.6	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.823e-05	273	1090	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	0	0	0	373
This study	0.8	17.4	-28.2	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.452e-05	273	1091	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	4e-05	0	90	373
This study	1	15.8	-33	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.809e-05	273	1092	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	0	0	0	423
This study	0.4	15.9	-23	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.139e-05	273	1093	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	4e-05	0	90	423
This study	1.8	15.7	-32.2	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.604e-05	273	1094	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	0	0	0	473
This study	1.9	15	-25.4	sr03c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.152e-05	273	1095	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr03c1	u	0	4e-05	0	90	373
